fname,label,prob
img_1ac7c07_unalt.tif,iPhone-6,0.44179323
img_c9f2d18_unalt.tif,Motorola-X,0.59929246
img_f051a55_unalt.tif,LG-Nexus-5x,0.23654242
img_9e53455_manip.tif,Sony-NEX-7,0.21743442
img_265c7fb_unalt.tif,Sony-NEX-7,0.5844788
img_1e3967e_unalt.tif,Sony-NEX-7,0.61086017
img_948b119_manip.tif,HTC-1-M7,0.35526416
img_87672aa_manip.tif,Motorola-X,0.29325926
img_d56f447_manip.tif,Motorola-Droid-Maxx,0.8331422
img_5254e45_manip.tif,Samsung-Galaxy-S4,0.40051892
img_78f3a46_unalt.tif,Sony-NEX-7,0.16442077
img_38de800_unalt.tif,LG-Nexus-5x,0.15466559
img_43c0c0a_unalt.tif,Samsung-Galaxy-S4,0.79653144
img_c364183_unalt.tif,Samsung-Galaxy-S4,0.7988671
img_7d1d284_unalt.tif,LG-Nexus-5x,0.23749045
img_1b0ff49_manip.tif,Motorola-X,0.88142395
img_f0237a8_manip.tif,Motorola-X,0.27713904
img_315d3e9_manip.tif,Motorola-Droid-Maxx,0.24636337
img_e247e1f_manip.tif,Sony-NEX-7,0.16442077
img_5294c7c_unalt.tif,Samsung-Galaxy-Note3,0.30889392
img_985ce59_manip.tif,Motorola-X,0.26193237
img_ca3075b_manip.tif,Samsung-Galaxy-S4,0.3665479
img_c8af975_manip.tif,Samsung-Galaxy-S4,0.312959
img_7fcba00_manip.tif,Motorola-X,0.19176412
img_e08ccfb_unalt.tif,Motorola-Nexus-6,0.47808307
img_3428729_manip.tif,Samsung-Galaxy-Note3,0.25881603
img_3564f61_unalt.tif,Samsung-Galaxy-S4,0.28456664
img_bd30be8_unalt.tif,Motorola-X,0.17034853
img_4c7e819_manip.tif,Sony-NEX-7,0.2652935
img_2af26d1_unalt.tif,Samsung-Galaxy-Note3,0.24037255
img_57a1782_manip.tif,Sony-NEX-7,0.27189583
img_cf9627c_manip.tif,Motorola-Droid-Maxx,0.15518579
img_04f3d0d_manip.tif,Sony-NEX-7,0.47777122
img_f5652a7_manip.tif,LG-Nexus-5x,0.16968796
img_37066f9_manip.tif,Samsung-Galaxy-S4,0.48638746
img_a02f8c2_manip.tif,Sony-NEX-7,0.21541208
img_4eb170f_manip.tif,Motorola-X,0.5345726
img_9b9944f_manip.tif,HTC-1-M7,0.24147782
img_ae6f9eb_unalt.tif,Motorola-Nexus-6,0.45321926
img_68dedee_manip.tif,Motorola-Nexus-6,0.5959984
img_ec67b1a_manip.tif,Samsung-Galaxy-Note3,0.35548264
img_c87297a_unalt.tif,Sony-NEX-7,0.29633448
img_1fb48da_manip.tif,LG-Nexus-5x,0.23950486
img_28dfa3c_manip.tif,HTC-1-M7,0.3562946
img_e8a6683_unalt.tif,Samsung-Galaxy-S4,0.50807446
img_b193d35_manip.tif,Sony-NEX-7,0.17151296
img_a324c2c_unalt.tif,Motorola-X,0.7169215
img_4d7be4c_unalt.tif,Sony-NEX-7,0.16073959
img_308a4ca_unalt.tif,Motorola-Droid-Maxx,0.18819855
img_6dbfe1c_manip.tif,LG-Nexus-5x,0.52928597
img_d5cad73_unalt.tif,Sony-NEX-7,0.5209808
img_f9a19bf_manip.tif,Motorola-Nexus-6,0.15441097
img_0e1d30e_unalt.tif,Samsung-Galaxy-S4,0.8541845
img_f2c1ae9_unalt.tif,Motorola-Droid-Maxx,0.25127605
img_11ffca0_manip.tif,Samsung-Galaxy-Note3,0.29842862
img_434bf52_manip.tif,Sony-NEX-7,0.18173668
img_3e0cb3e_unalt.tif,Motorola-Nexus-6,0.20957698
img_d30e30f_unalt.tif,LG-Nexus-5x,0.25588375
img_07946c1_manip.tif,Samsung-Galaxy-Note3,0.25908858
img_4c1389e_unalt.tif,Motorola-X,0.47805598
img_f18cd0d_unalt.tif,LG-Nexus-5x,0.41657537
img_95c7361_unalt.tif,Sony-NEX-7,0.16732952
img_da3a88c_unalt.tif,Sony-NEX-7,0.16442077
img_b6c00ea_manip.tif,Motorola-X,0.25651708
img_2577ec5_manip.tif,Sony-NEX-7,0.16043916
img_4b13a36_manip.tif,Samsung-Galaxy-Note3,0.28132027
img_5300cbc_manip.tif,Motorola-Droid-Maxx,0.24670647
img_6255cc1_unalt.tif,Motorola-X,0.43055782
img_69e3002_manip.tif,Sony-NEX-7,0.16442077
img_d560a03_manip.tif,Motorola-Nexus-6,0.8987219
img_0561393_manip.tif,LG-Nexus-5x,0.19228697
img_47cf64f_manip.tif,HTC-1-M7,0.19840448
img_36a3d54_manip.tif,Motorola-X,0.19547103
img_98517af_manip.tif,Motorola-Droid-Maxx,0.26022694
img_64be649_unalt.tif,Motorola-Droid-Maxx,0.26172608
img_8bff770_unalt.tif,Sony-NEX-7,0.1927138
img_fb2dc2d_manip.tif,Sony-NEX-7,0.15387216
img_40bb321_unalt.tif,Motorola-Droid-Maxx,0.2862928
img_7b88784_manip.tif,Sony-NEX-7,0.16442077
img_7c1db75_unalt.tif,iPhone-6,0.33934245
img_3b45a7c_unalt.tif,Samsung-Galaxy-Note3,0.15084282
img_e232edd_unalt.tif,LG-Nexus-5x,0.25857913
img_8f8fef7_manip.tif,Motorola-Nexus-6,0.44569516
img_fc35c97_manip.tif,LG-Nexus-5x,0.23377317
img_d3f7ad6_unalt.tif,LG-Nexus-5x,0.20685977
img_c369561_unalt.tif,Motorola-X,0.62777895
img_e55c866_unalt.tif,LG-Nexus-5x,0.2411546
img_d308808_unalt.tif,Motorola-Nexus-6,0.4389216
img_67db219_manip.tif,HTC-1-M7,0.18518694
img_b8fc9d5_manip.tif,Samsung-Galaxy-S4,0.6104202
img_4afb001_unalt.tif,Motorola-Droid-Maxx,0.70726275
img_c47fd23_manip.tif,Motorola-Nexus-6,0.26903966
img_065a534_unalt.tif,Samsung-Galaxy-S4,0.6035998
img_d1bda64_unalt.tif,Samsung-Galaxy-S4,0.346796
img_37d319b_manip.tif,Motorola-Nexus-6,0.18110871
img_77f031e_unalt.tif,Motorola-X,0.5067076
img_5d26b47_unalt.tif,Motorola-X,0.58084714
img_b558bd6_unalt.tif,Samsung-Galaxy-S4,0.7764116
img_9c36cb2_manip.tif,Sony-NEX-7,0.16442077
img_fb8d0ae_manip.tif,Sony-NEX-7,0.16442077
img_3346671_unalt.tif,Motorola-X,0.3595406
img_3b9baec_manip.tif,Samsung-Galaxy-Note3,0.17799303
img_4d11a97_unalt.tif,Motorola-Nexus-6,0.9375646
img_35328d4_manip.tif,Samsung-Galaxy-S4,0.47401622
img_aa16ead_manip.tif,Motorola-Droid-Maxx,0.136513
img_40f9ce5_unalt.tif,Motorola-Nexus-6,0.16646856
img_283cfaa_manip.tif,Samsung-Galaxy-S4,0.41639274
img_7093d35_manip.tif,Motorola-X,0.5519196
img_0867a8a_unalt.tif,HTC-1-M7,0.31431758
img_c738c5b_manip.tif,LG-Nexus-5x,0.3964231
img_5b15e92_unalt.tif,Samsung-Galaxy-Note3,0.2188891
img_323e814_manip.tif,iPhone-6,0.3654911
img_6c9373d_manip.tif,Sony-NEX-7,0.16442077
img_7636305_manip.tif,HTC-1-M7,0.26396242
img_1a95b74_unalt.tif,Motorola-X,0.7231274
img_1089a72_unalt.tif,Motorola-X,0.45466918
img_a7db4a1_manip.tif,HTC-1-M7,0.3040501
img_9b70d76_unalt.tif,Motorola-X,0.42801955
img_59a491e_unalt.tif,Sony-NEX-7,0.17061788
img_e0e2c63_unalt.tif,Sony-NEX-7,0.41288576
img_59922ce_unalt.tif,Sony-NEX-7,0.8526677
img_adc1618_unalt.tif,Motorola-Nexus-6,0.51693016
img_c0b98fd_unalt.tif,Samsung-Galaxy-S4,0.5831251
img_dd6a77e_manip.tif,Sony-NEX-7,0.16442077
img_1f68a70_manip.tif,Sony-NEX-7,0.16442077
img_bcf5cbc_unalt.tif,Sony-NEX-7,0.23095912
img_6b29334_manip.tif,Motorola-Nexus-6,0.17959854
img_6a2ea5e_unalt.tif,Samsung-Galaxy-S4,0.7380619
img_9e8b030_manip.tif,Motorola-X,0.54134184
img_993a3d3_manip.tif,Samsung-Galaxy-S4,0.48504636
img_fbce182_unalt.tif,Motorola-X,0.23158824
img_6394b5a_manip.tif,Sony-NEX-7,0.19314153
img_71c2b55_manip.tif,Motorola-X,0.37546068
img_c68dcc1_manip.tif,Motorola-X,0.34254196
img_a6b3818_unalt.tif,Motorola-Nexus-6,0.7097034
img_9a714b1_unalt.tif,Sony-NEX-7,0.5779687
img_d77210f_manip.tif,HTC-1-M7,0.36252812
img_e9e752b_manip.tif,Sony-NEX-7,0.16442077
img_709e6d7_manip.tif,Motorola-Droid-Maxx,0.29687262
img_d3f71cc_manip.tif,Motorola-X,0.5204712
img_b29b3da_unalt.tif,Motorola-X,0.78940165
img_7a7574b_manip.tif,LG-Nexus-5x,0.34053582
img_870457d_unalt.tif,Motorola-Nexus-6,0.20027784
img_809c0ad_unalt.tif,Samsung-Galaxy-S4,0.30621624
img_c1bf475_unalt.tif,Sony-NEX-7,0.36557224
img_a8b5264_unalt.tif,HTC-1-M7,0.4015109
img_5d6f00b_unalt.tif,Motorola-Droid-Maxx,0.24281065
img_72f140d_unalt.tif,Motorola-Droid-Maxx,0.18297885
img_bd3146b_manip.tif,Motorola-Nexus-6,0.20650256
img_feb16dd_manip.tif,Sony-NEX-7,0.16941938
img_d5b3a0f_manip.tif,LG-Nexus-5x,0.25004184
img_f5c6b8e_unalt.tif,Samsung-Galaxy-Note3,0.3159628
img_f341ce7_unalt.tif,Motorola-Nexus-6,0.600928
img_4a87ea3_unalt.tif,Motorola-X,0.42591366
img_1d5c9a8_manip.tif,Motorola-Nexus-6,0.4579073
img_95e014d_manip.tif,Samsung-Galaxy-S4,0.38846648
img_3e66071_manip.tif,Sony-NEX-7,0.16442077
img_8b5b475_unalt.tif,Motorola-Nexus-6,0.95754147
img_b0fb1b8_unalt.tif,Sony-NEX-7,0.23033947
img_77cf751_unalt.tif,Motorola-X,0.21341656
img_aab333d_manip.tif,LG-Nexus-5x,0.2674538
img_2107aef_manip.tif,Sony-NEX-7,0.70940477
img_c8b2a12_unalt.tif,Motorola-X,0.20925313
img_ecd9a7e_manip.tif,Motorola-X,0.23980108
img_35c1ff3_manip.tif,HTC-1-M7,0.3379101
img_d06c421_manip.tif,Samsung-Galaxy-Note3,0.16566516
img_addee2d_manip.tif,Sony-NEX-7,0.3242836
img_416f612_unalt.tif,Samsung-Galaxy-S4,0.3012685
img_d7ace3d_manip.tif,Sony-NEX-7,0.16433105
img_a27a7d2_unalt.tif,Motorola-Nexus-6,0.999119
img_62e129a_manip.tif,Motorola-Droid-Maxx,0.22991796
img_7daaf99_unalt.tif,Motorola-X,0.30393216
img_3b2076c_unalt.tif,Motorola-X,0.47405672
img_7ed6da2_unalt.tif,Motorola-X,0.22362101
img_bc5dd45_manip.tif,Sony-NEX-7,0.7705286
img_c6f7616_manip.tif,HTC-1-M7,0.18988061
img_26f7a57_manip.tif,Samsung-Galaxy-S4,0.72904414
img_85bfd50_unalt.tif,Motorola-X,0.51624817
img_4d848da_manip.tif,Samsung-Galaxy-S4,0.4432977
img_5bbb295_manip.tif,Samsung-Galaxy-S4,0.341736
img_dca5577_manip.tif,Motorola-Droid-Maxx,0.17628475
img_fa4f818_manip.tif,Motorola-Droid-Maxx,0.16437721
img_34f1da4_manip.tif,Motorola-Droid-Maxx,0.23597223
img_d3c96c9_manip.tif,LG-Nexus-5x,0.24372661
img_9d484f3_manip.tif,Sony-NEX-7,0.23955499
img_b42e6b9_unalt.tif,Motorola-X,0.5149054
img_baa5ff5_manip.tif,Motorola-X,0.6034429
img_55422cd_manip.tif,Samsung-Galaxy-Note3,0.2620139
img_4ad1709_unalt.tif,Samsung-Galaxy-S4,0.59390104
img_a7cf8cb_unalt.tif,Motorola-X,0.52557707
img_6902219_manip.tif,Motorola-X,0.19857572
img_f0b5d66_unalt.tif,Samsung-Galaxy-S4,0.6117042
img_b6f672c_manip.tif,Motorola-X,0.18156527
img_b73097c_manip.tif,Sony-NEX-7,0.16442077
img_40939da_manip.tif,Motorola-Nexus-6,0.91946507
img_26ef277_manip.tif,Sony-NEX-7,0.17974015
img_f38cfe6_manip.tif,LG-Nexus-5x,0.2541397
img_a02b647_unalt.tif,Motorola-X,0.36006707
img_69e143f_unalt.tif,Motorola-Nexus-6,0.84126633
img_d7c7212_unalt.tif,Samsung-Galaxy-Note3,0.26677972
img_c50723a_unalt.tif,Motorola-X,0.41041055
img_ed5f4ad_manip.tif,HTC-1-M7,0.48610494
img_0af4522_manip.tif,LG-Nexus-5x,0.2683201
img_cb4fdf8_unalt.tif,Samsung-Galaxy-S4,0.43744043
img_6d11cad_unalt.tif,LG-Nexus-5x,0.45901886
img_805581e_manip.tif,Motorola-X,0.94029737
img_b9b01bd_unalt.tif,Sony-NEX-7,0.16442077
img_fd991f9_manip.tif,Sony-NEX-7,0.16442077
img_66c09c4_manip.tif,Motorola-Droid-Maxx,0.14837155
img_88bdaec_unalt.tif,iPhone-6,0.23588663
img_6422986_manip.tif,LG-Nexus-5x,0.6882377
img_d8cbe5b_manip.tif,Motorola-X,0.33893493
img_414a7ae_unalt.tif,Motorola-Droid-Maxx,0.16175097
img_bf4f92b_unalt.tif,LG-Nexus-5x,0.38088754
img_1e124e2_manip.tif,LG-Nexus-5x,0.17426051
img_0197115_manip.tif,LG-Nexus-5x,0.21846189
img_3ff1a84_manip.tif,Motorola-X,0.9883881
img_238f6d3_unalt.tif,HTC-1-M7,0.19412346
img_30b38ba_manip.tif,HTC-1-M7,0.18940024
img_78852f7_manip.tif,Motorola-Droid-Maxx,0.19744046
img_f8785db_unalt.tif,Motorola-Droid-Maxx,0.61911845
img_0353f58_unalt.tif,iPhone-6,0.49884546
img_2413656_unalt.tif,Motorola-Droid-Maxx,0.20601276
img_7414e9a_unalt.tif,Motorola-Droid-Maxx,0.97762406
img_feb1e63_manip.tif,Samsung-Galaxy-S4,0.4437643
img_2f5f232_unalt.tif,Sony-NEX-7,0.15743674
img_5494acb_unalt.tif,Samsung-Galaxy-S4,0.74050546
img_969a1b2_manip.tif,Sony-NEX-7,0.16442077
img_6752a2b_unalt.tif,Samsung-Galaxy-S4,0.68693686
img_97e253b_manip.tif,iPhone-6,0.3803411
img_4d8d2e6_manip.tif,Motorola-X,0.8590277
img_74ea72c_manip.tif,Samsung-Galaxy-Note3,0.15039802
img_8503999_unalt.tif,Motorola-X,0.34278312
img_d016865_manip.tif,Sony-NEX-7,0.25235125
img_7866292_unalt.tif,Sony-NEX-7,0.31168967
img_d25b31a_manip.tif,Sony-NEX-7,0.16442077
img_c944786_manip.tif,Samsung-Galaxy-Note3,0.4108697
img_36b3a3a_unalt.tif,Samsung-Galaxy-S4,0.67884254
img_623574a_unalt.tif,Sony-NEX-7,0.22898728
img_94a5336_unalt.tif,HTC-1-M7,0.22095627
img_ea8864a_manip.tif,LG-Nexus-5x,0.17850496
img_6e263fa_manip.tif,Motorola-X,0.51347506
img_2108b02_manip.tif,Sony-NEX-7,0.1554893
img_35ff702_unalt.tif,Samsung-Galaxy-S4,0.3845006
img_ad161ee_unalt.tif,Samsung-Galaxy-S4,0.3846954
img_62eb864_manip.tif,Samsung-Galaxy-S4,0.1605354
img_ccb4e5e_manip.tif,Sony-NEX-7,0.16442077
img_dfe2440_unalt.tif,Samsung-Galaxy-S4,0.8948975
img_f088528_unalt.tif,Motorola-Droid-Maxx,0.26974395
img_08d62e8_manip.tif,Motorola-Nexus-6,0.9986206
img_44a777d_manip.tif,Sony-NEX-7,0.39739507
img_5e4e777_manip.tif,Samsung-Galaxy-S4,0.50260407
img_03faa77_manip.tif,Sony-NEX-7,0.16442077
img_7fe597b_unalt.tif,Samsung-Galaxy-S4,0.7170081
img_5d30673_manip.tif,Samsung-Galaxy-S4,0.52121115
img_baaf8f3_unalt.tif,Sony-NEX-7,0.16390763
img_e18199a_manip.tif,LG-Nexus-5x,0.18480498
img_234a539_unalt.tif,Samsung-Galaxy-S4,0.8337199
img_ce61bab_manip.tif,Motorola-Droid-Maxx,0.26358703
img_4b8a2af_manip.tif,Motorola-Nexus-6,0.25726655
img_717c083_unalt.tif,Motorola-Droid-Maxx,0.1574924
img_6f759f8_manip.tif,Samsung-Galaxy-Note3,0.44648322
img_468c3a8_unalt.tif,Motorola-Nexus-6,0.9977831
img_686cefc_manip.tif,Samsung-Galaxy-S4,0.43039206
img_61e3830_unalt.tif,Motorola-Nexus-6,0.99830854
img_32ef501_manip.tif,Samsung-Galaxy-Note3,0.55231
img_0062ce8_manip.tif,Motorola-Droid-Maxx,0.17978771
img_bb2d84a_unalt.tif,Samsung-Galaxy-Note3,0.2046576
img_2170a4e_unalt.tif,Motorola-Nexus-6,0.25564614
img_af6b08d_manip.tif,Sony-NEX-7,0.15734056
img_8531ce3_manip.tif,HTC-1-M7,0.47153604
img_e7d9fe6_unalt.tif,Motorola-Nexus-6,0.4434628
img_b57dde1_manip.tif,Motorola-Nexus-6,0.9412785
img_325caa2_manip.tif,Samsung-Galaxy-Note3,0.2065495
img_3b83af0_manip.tif,LG-Nexus-5x,0.3018663
img_b046636_manip.tif,Samsung-Galaxy-S4,0.62327814
img_cb670fb_unalt.tif,Samsung-Galaxy-Note3,0.19434015
img_5affcd9_manip.tif,Sony-NEX-7,0.16442077
img_40fd0eb_manip.tif,LG-Nexus-5x,0.26682746
img_65753f5_unalt.tif,Samsung-Galaxy-Note3,0.1758628
img_6124fca_manip.tif,LG-Nexus-5x,0.38838327
img_93424ae_unalt.tif,Motorola-Droid-Maxx,0.23345196
img_6a9cfae_unalt.tif,Sony-NEX-7,0.16388504
img_d88b033_unalt.tif,Motorola-X,0.27423576
img_45ca3e0_manip.tif,iPhone-6,0.5495994
img_5f5d112_manip.tif,Motorola-Droid-Maxx,0.17573345
img_75d8007_manip.tif,Sony-NEX-7,0.47225553
img_6dbd8db_unalt.tif,Motorola-Nexus-6,0.19156218
img_5c303f5_unalt.tif,HTC-1-M7,0.46486896
img_966c41b_manip.tif,Samsung-Galaxy-S4,0.1875536
img_46ef8db_manip.tif,Sony-NEX-7,0.16442077
img_c7b5958_manip.tif,Motorola-Nexus-6,0.72410333
img_73e76ca_unalt.tif,HTC-1-M7,0.16642067
img_b922ad2_unalt.tif,LG-Nexus-5x,0.2815686
img_00344b7_unalt.tif,Samsung-Galaxy-S4,0.67761403
img_1eecf99_manip.tif,Sony-NEX-7,0.20320271
img_68ab698_unalt.tif,Samsung-Galaxy-S4,0.61076945
img_7451049_manip.tif,Sony-NEX-7,0.6466802
img_27446ac_manip.tif,Samsung-Galaxy-S4,0.24055128
img_071d3e9_manip.tif,Samsung-Galaxy-Note3,0.19115223
img_2d8e9dd_unalt.tif,Samsung-Galaxy-Note3,0.24353704
img_181d113_manip.tif,Samsung-Galaxy-S4,0.32469618
img_77dcc27_unalt.tif,HTC-1-M7,0.2364538
img_945a340_unalt.tif,Motorola-Nexus-6,0.38719362
img_23387c1_unalt.tif,HTC-1-M7,0.17536484
img_903c1f0_unalt.tif,Sony-NEX-7,0.16442077
img_da56c08_manip.tif,HTC-1-M7,0.31519312
img_8ddee2a_manip.tif,Samsung-Galaxy-S4,0.60873
img_b91337e_unalt.tif,Sony-NEX-7,0.41104242
img_6458154_unalt.tif,Motorola-Nexus-6,0.50439525
img_a8f1f66_manip.tif,Motorola-Droid-Maxx,0.20317002
img_0e9c690_manip.tif,Motorola-Droid-Maxx,0.15768486
img_d53c18e_unalt.tif,Sony-NEX-7,0.16442077
img_908007a_unalt.tif,LG-Nexus-5x,0.3329882
img_c7b3184_manip.tif,Motorola-Droid-Maxx,0.2764228
img_fc03cf2_manip.tif,HTC-1-M7,0.32979536
img_aa2859d_unalt.tif,HTC-1-M7,0.31776938
img_06a8da2_unalt.tif,LG-Nexus-5x,0.16868015
img_409318c_unalt.tif,HTC-1-M7,0.444928
img_5b2f4fd_unalt.tif,LG-Nexus-5x,0.21147795
img_835e71c_manip.tif,Motorola-X,0.9257414
img_a590d69_unalt.tif,LG-Nexus-5x,0.5034981
img_008fb06_manip.tif,Sony-NEX-7,0.42221227
img_b60e4fe_unalt.tif,LG-Nexus-5x,0.34851384
img_777bd58_manip.tif,Motorola-Droid-Maxx,0.25316966
img_2e4079e_manip.tif,Motorola-X,0.73030216
img_ef04deb_manip.tif,Motorola-Nexus-6,0.7873629
img_27ac937_manip.tif,Samsung-Galaxy-S4,0.4483839
img_1f3d363_manip.tif,LG-Nexus-5x,0.16718371
img_4606fed_unalt.tif,HTC-1-M7,0.1763473
img_5671232_unalt.tif,HTC-1-M7,0.303519
img_0e0f190_unalt.tif,LG-Nexus-5x,0.33118922
img_78464dd_unalt.tif,Motorola-X,0.5849989
img_6e3ad79_manip.tif,Sony-NEX-7,0.559638
img_dd755d6_unalt.tif,Motorola-X,0.28159934
img_4e575d4_unalt.tif,Samsung-Galaxy-S4,0.34207854
img_69a9119_unalt.tif,Sony-NEX-7,0.35977885
img_f9d4471_manip.tif,Samsung-Galaxy-Note3,0.20392638
img_668e4f6_unalt.tif,Motorola-X,0.23326932
img_544b013_unalt.tif,Motorola-Nexus-6,0.40982017
img_658b5ca_unalt.tif,Samsung-Galaxy-S4,0.5283862
img_311aa3a_manip.tif,HTC-1-M7,0.30204168
img_701a8b8_unalt.tif,Samsung-Galaxy-S4,0.37210307
img_f08d6ba_manip.tif,Sony-NEX-7,0.15816337
img_1529b7a_unalt.tif,HTC-1-M7,0.1736178
img_60fa981_manip.tif,Sony-NEX-7,0.15155774
img_bb333fe_unalt.tif,Samsung-Galaxy-Note3,0.19548455
img_1e767d5_manip.tif,Sony-NEX-7,0.3831087
img_9146154_unalt.tif,Motorola-Droid-Maxx,0.20254284
img_bef22df_unalt.tif,HTC-1-M7,0.36343136
img_a246a67_unalt.tif,Motorola-X,0.8727239
img_76b9eed_unalt.tif,Motorola-X,0.80219436
img_9342b15_unalt.tif,Samsung-Galaxy-Note3,0.4591229
img_c9622ba_unalt.tif,Samsung-Galaxy-S4,0.44304982
img_f4d822b_unalt.tif,iPhone-6,0.28376395
img_919d93e_unalt.tif,Sony-NEX-7,0.15527898
img_e14f959_unalt.tif,LG-Nexus-5x,0.22926329
img_a5a4794_manip.tif,HTC-1-M7,0.23113683
img_63a0805_manip.tif,Samsung-Galaxy-Note3,0.15160884
